AMBER General Force Field for organic molecules (Version 2.2.20, March 2021)
c  12.01         0.616               Sp2 C carbonyl group 
p2-ss  167.53   2.1459                2021        4   0.0088
p3-p3  115.95   2.2750                2021        7   0.0419
p3-p4  121.59   2.2520                2021        1   0.0000
p3-p5  128.68   2.2249                2021        2   0.0233
p3-s   168.7    2.0700             SOUECE3        1         
p3-s4  129.22   2.2683                2021        1   0.0000
p3-s6  137.73   2.2376                2021        1   0.0000
p3-sh  159.34   2.1690                2021        1   0.0000
p3-ss  163.53   2.1570                2021        3   0.0008
p4-p4  157.7    2.0340             SOURCE1        1         
p4-p5   96.7    2.2370             SOUECE3        1         
p4-s   140.2    2.1460             SOURCE3        5   0.0601
p4-s4  109.6    2.2510             SOUECE3        1         
p4-s6  105.2    2.2690             SOUECE3        1         
p4-sh  162.79   2.1591                2021        1   0.0000
p4-ss  167.90   2.1449                2021        1   0.0000
p5-p5  120.36   2.2569                2021        1   0.0000
p5-s   263.92   1.9473                2021       84   0.0136
p5-s4  181.8    2.0400             SOUECE3        1         
p5-s6  181.8    2.0400             SOUECE3        1         
p5-sh  177.05   2.1207                2021        4   0.0025
p5-sq  158.90   2.1703                2021       12   0.0011
p5-ss  178.94   2.1159                2021       51   0.0130
pe-pe  126.88   2.2316                2021        1   0.0000
pe-pf  149.6    2.0550             SOURCE3        1         
pe-px  124.80   2.2395                2021        1   0.0000
pe-py  127.69   2.2286                2021        1   0.0000
pe-s   390.6    1.7580             SOURCE3       31   0.3197
pe-sx  133.0    2.1680             SOURCE3        9   0.1743
pe-sy  133.05   2.2542                2021        1   0.0000
pf-pf  136.5    2.0920             SOURCE3        7         
pf-px  169.8    2.0050             SOURCE3       12         
pf-py  161.3    2.0250             SOURCE3       12         
pf-s   390.6    1.7580             SOURCE3       31         
pf-sx  133.0    2.1680             SOURCE3        9         
pf-sy  119.7    2.2130             SOURCE3        6         
px-px  118.98   2.2625                2021        1   0.0000
px-py  105.6    2.1990             SOURCE3        5   0.0238
px-sx  111.9    2.2420             SOURCE3        3   0.0119
px-sy  126.70   2.2779                2021        1   0.0000
py-py  128.55   2.2254                2021        3   0.0172
py-s   248.33   1.9728                2021       17   0.0159
py-ss  163.43   2.1573                2021        3   0.0162
py-sx  146.62   2.2079                2021        1   0.0000
py-sy  147.34   2.2056                2021        1   0.0000
s4-s4  243.6    2.0800             SOUECE3        1         
s4-s6  243.6    2.0800             SOUECE3        1         
s4-sh  184.44   2.2107                2021        1   0.0000
s4-ss  125.66   2.3996                2021       11   0.0412
s6-s6  243.6    2.0800             SOUECE3        1         
s6-sh  213.66   2.1423                2021        2   0.0169
s6-sp  246.25   2.0783                2021        1   0.0000
s6-ss  197.76   2.1780                2021        4   0.0171
sh-sh  236.03   2.0972                2021        2   0.0008
sh-ss  236.35   2.0966                2021        1   0.0000
sp-sp  222.42   2.1240                2021        1   0.0000
s -s2  391.1    1.8970             SOURCE1        5         
s -s   276.1    2.0300             SOURCE3        1         
s -s4  247.31   2.0764                2021        2   0.0041
s -s6  270.6    2.0380             SOURCE3        3   0.0311
s -sh  214.74   2.1400                2021        1   0.0000
s -ss  238.3    2.0890             SOURCE3        1         
ss-ss  237.20   2.0950                2021      231   0.0131
ss-sx  201.33   2.1697                2021        3   0.0206
ss-sy  183.74   2.2125                2021        4   0.0105
sx-sx   54.76   2.8656                2021        2   0.1756
sx-sy  160.8    2.2550             SOURCE3        5   0.0737
sy-sy  162.7    2.2500             SOURCE3        3   0.0289

hw-ow-hw   56.51      104.52               AMBER        1   0.0000
hw-hw-ow    0.00      127.74               AMBER        1   0.0000
br-c1-br    58.4      180.00               Guess        0         
br-c1-c1   53.61      179.69                2021        2   0.0316
br-c1-cg   53.56      180.00                2021        2   0.0000
br-c2-br   68.24      113.78                2021        1   0.0000
br-c2-c2   61.07      122.07                2021       12   1.0188
br-c2-c3   61.83      115.07                2021        4   0.5418
br-c2-c5   61.46      116.23                2021        2   0.2225
br-c2-c6   61.75      115.22                2021        2   0.4561
br-c2-ce   61.19      121.49                2021       11   0.7009
br-c2-cf    64.3      121.53     SOURCE4_SOURCE5       11   0.7009
br-c2-cx   62.58      113.08                2021        2   0.6246
br-c2-h4   40.58      113.62                2021       11   0.6908
br-c2-h5   41.23      110.20                2021        1   0.0000
br-c2-ha    42.9      113.28             SOURCE3        1         
br-c2-n2   65.35      120.63                2021        1   0.0000
br-c2-no   66.13      115.11                2021        1   0.0000
br-c3-br   66.80      109.91                2021       17   1.1500
br-c3-c1    63.8      111.80             SOURCE2        3   0.2160
br-c3-c2   60.72      112.07                2021        3   0.1309
br-c3-c3   60.97      110.47                2021       92   1.1680
br-c3-c    61.04      110.46                2021       13   1.8141
br-c3-c6   60.51      111.96                2021        2   0.7753
br-c3-ca   61.06      110.67                2021        2   0.6124
br-c3-cc   60.51      113.06                2021        1   0.0000
br-c3-cl   68.02      109.00                2021        4   0.0427
br-c3-cx   61.07      110.58                2021        1   0.0000
br-c3-cy    63.9      109.90              5/2017        2   0.2523
br-c3-f    76.91      109.62                2021        7   0.6251
br-c3-h1   40.33      105.52                2021      134   0.5481
br-c3-h2   40.04      106.95                2021       10   0.4043
br-c3-h3   39.93      107.49                2021        4   0.0134
br-c3-hc    42.1      106.50             SOURCE3        1         
br-c3-no   65.77      107.30                2021        2   0.6233
br-c3-oh   75.31      110.67                2021        2   0.0144
br-c3-os   74.87      111.95                2021        1   0.0000
br-c3-p5   41.73      105.88                2021        1   0.0000
br-c3-sy   67.96      109.01                2021        3   0.4131
br-c5-c2   60.68      110.71                2021        1   0.0000
br-c5-c5   60.43      110.79                2021       14   0.8626
br-c5-c    61.52      107.25                2021        4   3.3857
br-c5-c6   61.45      107.37                2021        2   1.9580
br-c5-cy   60.72      109.90                2021        2   0.2523
br-c5-h1   40.48      102.94                2021        4   0.4257
br-c5-no   66.59      103.27                2021        1   0.0000
br-c6-br   66.46      108.54                2021        2   2.5231
br-c6-c1   62.23      105.42                2021        1   0.0000
br-c6-c2   60.98      108.92                2021        1   0.0000
br-c6-c3   62.00      104.69                2021        2   0.5608
br-c6-c5   60.28      110.87                2021        5   0.5855
br-c6-c    61.43      106.98                2021        4   0.0000
br-c6-c6   60.66      109.49                2021       88   0.9662
br-c6-cf   60.99      108.60                2021        1   0.0000
br-c6-h1   40.28      103.04                2021       36   0.5744
br-c6-h2   40.82      100.33                2021        1   0.0000
br-c6-no   63.99      110.70                2021        2   0.0251
br-c6-os   74.31      111.31                2021        1   0.0000
br-ca-br    67.7      117.60             SOURCE3        1         
br-ca-ca   61.32      119.31                2021      632   0.4884
br-ca-cp   60.76      121.40                2021        7   0.3403
br-ca-cq    63.6      121.39             SOURCE5        7   0.3403
br-ca-nb   66.19      116.35                2021        5   0.4508
br-c -br    67.7      113.10             SOURCE3        1         
br-c -c3   60.08      111.00                2021        2   0.0000
br-cc-c    62.32      116.48                2021       24   1.3164
br-cc-ca   59.89      126.64                2021        5   0.3204
br-cc-cc   60.69      124.05                2021       16   2.3644
br-cc-cd   61.00      124.13                2021       71   2.4449
br-cc-na   65.36      121.66                2021       13   0.9881
br-cc-nc   66.96      116.25                2021        5   0.0824
br-cc-nd   65.06      123.88                2021        3   0.3938
br-cc-os   76.91      116.99                2021        1   0.0000
br-cc-ss   67.59      120.06                2021        6   0.2609
br-cd-c    61.64      118.86                2021        2   0.0219
br-cd-ca    62.5      126.64             SOURCE5        5   0.3204
br-cd-cc   61.02      123.96                2021       13   1.4082
br-cd-cd   60.90      123.10                2021        7   0.9555
br-cd-na    80.6      121.58     SOURCE4_SOURCE5       13   0.9881
br-cd-nc   65.77      121.14                2021        1   0.0000
br-cd-nd   65.10      122.74                2021        1   0.0000
br-cd-ss   68.43      116.62                2021        1   0.0000
br-ce-c1   59.68      126.44                2021        2   1.1370
br-ce-c2   61.46      120.52                2021        8   0.4148
br-ce-c    61.82      115.96                2021        3   0.2175
br-ce-ca   62.69      112.90                2021        1   0.0000
br-ce-ce   62.20      115.22                2021        6   0.2328
br-ce-cf   61.14      121.60                2021        5   1.8246
br-ce-ne   65.61      118.36                2021        1   0.0000
br-ce-sy   66.80      119.20                2021        1   0.0000
br-cf-c2    64.2      120.52             SOURCE5        8   0.4148
br-cf-c    60.25      117.51                2021        2   1.3326
br-cf-ce   60.33      119.56                2021        2   1.1293
br-cf-cf    65.0      115.22             SOURCE5        6   0.2328
br-c -o    71.14      120.35                2021        2   0.0224
br-cs-h5   41.08      108.79                2021        1   0.0000
br-cs-s    66.32      126.17                2021        1   0.0000
br-cx-br   67.86      111.35                2021        4   0.3227
br-cx-cx   60.00      119.04                2021       21   0.7114
br-cy-br   67.26      111.77                2021        1   0.0000
br-cy-c3    63.0      115.71              5/2017        1         
br-cy-c5   60.25      115.71                2021        1   0.0000
br-cy-c    60.68      113.79                2021        3   1.7521
br-cy-cx   59.77      118.02                2021        1   0.0000
br-cy-cy   59.22      119.27                2021        6   1.4624
br-cy-h1   40.93      106.03                2021        1   0.0000
br-cy-oq   75.38      112.77                2021        1   0.0000
br-n1-c1    52.1      180.00           HF/6-31G*        1         
br-n2-br    64.5      106.60             SOURCE3        1         
br-n2-c2   77.11      113.27                2021        1   0.0000
br-n2-n2    76.1      110.42             SOURCE3        1         
br-n2-o     74.5      114.47             SOURCE3        1         
br-n2-p2    82.7      111.03             SOURCE3        1         
br-n2-s     63.5      115.78             SOURCE3        1         
br-n3-br    67.1      107.15             SOURCE3        1         
br-n3-c3    63.9      106.93             SOURCE3        2         
br-n4-br    65.7      114.82             SOURCE3        1         
br-n4-hn    41.3      108.44             SOURCE3        7   0.5630
br-n7-c3   77.62      109.50                2021        1   0.0000
br-n7-hn   51.56      100.60                2021        2   0.1621
br-na-br    61.1      123.00             SOURCE3        1         
br-na-c2    64.8      100.48             SOURCE3        2   1.0536
br-na-ca    58.2      124.81             SOURCE3        1         
br-na-cc    58.2      124.62             SOURCE3        3   0.5348
br-na-cd   76.09      124.50                2021        2   0.0000
br-na-nc    74.5      119.42             SOURCE3        4   1.6703
br-na-nd    74.5      119.42             SOURCE3        4         
br-na-os    79.2      104.99             SOURCE3        1         
br-na-p2    78.4      121.01             SOURCE3        1         
br-na-pc    78.9      120.26             SOURCE3        3   2.1456
br-na-pd    78.9      120.26             SOURCE3        3         
br-na-ss    63.6      112.28             SOURCE3        1         
br-n -br    67.2      116.20             SOURCE3        1         
br-n -c3   78.40      114.55                2021        1   0.0000
br-n -c    76.59      122.04                2021        4   0.0173
br-n -ca    63.3      118.19             SOURCE3        1         
br-n -cc    63.5      118.19             SOURCE3        1         
br-n -cd    63.5      118.19             SOURCE3        1         
br-nh-br    67.7      106.27             SOURCE3        1         
br-nh-ca    63.1      111.88             SOURCE3        1         
br-nh-hn    42.0      101.56             SOURCE3        1         
br-no-o    87.61      113.95                2021        2   0.0000
br-ns-c    77.00      118.89                2021        2   0.0169
br-ns-hn   50.66      111.51                2021        2   0.0516
br-nu-c2   76.34      111.94                2021        1   0.0000
br-nu-ca   75.80      113.45                2021        1   0.0000
br-nu-hn   50.49      101.29                2021        1   0.0000
br-ny-br   82.19      116.49                2021        1   0.0000
br-ny-hn   50.26      107.59                2021        4   0.0000
br-nz-hn   49.71      109.06                2021        2   0.0060
br-oh-ho   59.17      101.84                2021        1   0.0000
br-os-br    67.4      110.63             SOURCE3        1         
br-os-c3   88.70      111.30                2021        1   0.0000
br-p2-br    50.4      108.60             SOURCE3        1         
br-p2-c2   64.17      103.42                2021        1   0.0000
br-p2-n2    61.8      103.33             SOURCE3        1         
br-p2-o     59.9      110.87             SOURCE3        1         
br-p2-p2    63.6      115.46             SOURCE3        4   7.8622
br-p2-s     50.7      110.52             SOURCE3        1         
br-p3-br   69.20      104.75                2021        1   0.0000
br-p3-hp   43.42       95.79                2021        4   1.0211
br-p4-br    50.9      110.41             SOURCE3        1         
br-p4-c3   62.54      114.63                2021        1   0.0000
br-p4-o    77.21      122.59                2021        1   0.0000
br-p5-br    52.0      103.38             SOURCE3        1         
br-p5-o    76.67      114.03                2021        2   0.5900
br-p5-oh   79.93      103.73                2021        2   0.5601
br-p5-os   80.53      102.14                2021        2   2.0648
br-s4-br    74.7       98.02             SOURCE3        1         
br-s4-c3    72.4       92.98             SOURCE3        1         
br-s4-o     84.0      112.07             SOURCE3        1         
br-s6-br  106.95      100.80                2021        1   0.0000
br-s6-c3   97.72       99.57                2021        1   0.0000
br-s6-f     94.6      100.60             SOURCE2        1         
br-s6-o   117.55      107.75                2021        4   0.0000
br-sh-hs   66.37       96.03                2021        1   0.0000
br-ss-br    77.5      102.92             SOURCE3        1         
br-ss-c3   97.91      100.17                2021        2   0.0604
c1-c1-c1   74.86      116.12                2021       11   7.4022
c1-c1-c2   57.32      180.00                2021        2   0.0000
c1-c1-c3   53.58      178.67                2021      345   0.6815
c1-c1-c5   53.51      177.76                2021       46   0.3560
c1-c1-c6   53.46      178.24                2021       17   0.7507
c1-c1-ca    58.5      180.00             SOURCE3        1         
c1-c1-ce   64.48      129.81                2021       13   9.7295
c1-c1-cl   56.34      179.38                2021        2   0.2474
c1-c1-cx   54.00      179.60                2021        3   0.0811
c1-c1-f     80.7      180.00             SOURCE3        1         
c1-c1-ha   41.05      179.28                2021      178   0.2477
c1-c1-hc    44.8      180.00             SOURCE3        1         
c1-c1-i     53.0      180.00             SOURCE3        1         
c1-c1-n1    83.6      180.00             SOURCE3        1         
c1-c1-n2    82.1      180.00             SOURCE3        1         
c1-c1-n3    76.7      180.00             SOURCE3        1         
c1-c1-n4   64.72      143.73                2021        1   0.0000
c1-c1-n7   60.51      177.47                2021        2   0.3714
c1-c1-n     78.0      177.18             SOURCE3        1         
c1-c1-na   60.05      180.00                2021        1   0.0000
c1-c1-nh   70.72      127.47                2021        3  35.1724
c1-c1-no   58.17      180.00                2021        1   0.0000
c1-c1-ns   60.35      178.32                2021        1   0.0000
c1-c1-nu   60.24      179.76                2021        2   0.0270
c1-c1-ny   58.05      179.49                2021        2   0.0000
c1-c1-nz   58.19      180.00                2021        1   0.0000
c1-c1-o     82.9      180.00             SOURCE3        1         
c1-c1-oh   71.28      176.37                2021        1   0.0000
c1-c1-os   70.81      177.13                2021        5   1.1927
c1-c1-p2    68.2      180.00             SOURCE3        1         
c1-c1-p3    69.4      169.63             SOURCE3        2         
c1-c1-p4   32.69      172.47                2021        1   0.0000
c1-c1-p5   32.19      175.92                2021        1   0.0000
c1-c1-s4   55.10      168.24                2021        2   0.0178
c1-c1-s     58.1      179.97             SOURCE3        1         
c1-c1-s6   54.30      175.57                2021        2   0.0018
c1-c1-sh   55.47      174.70                2021        1   0.0000
c1-c1-ss   55.74      175.85                2021       19   1.3679
c1-c2-c1  147.58       25.14                2021        1   0.0000
c1-c2-c2   68.85      113.81                2021        3   4.7848
c1-c2-c3   61.19      124.91                2021       26   0.6585
c1-c2-c5   60.91      125.34                2021        2   1.3839
c1-c2-c6   62.14      120.65                2021        2   0.8587
c1-c2-ce   64.32      129.60                2021        1   0.0000
c1-c2-cx   62.15      123.69                2021        2   0.0388
c1-c2-f    81.49      124.62                2021        4   0.0000
c1-c2-h4   46.46      122.69                2021        3   0.0234
c1-c2-ha   46.94      120.07                2021       22   0.6255
c1-c2-n    67.95      125.27                2021        2   0.2165
c1-c2-na   67.73      125.01                2021        1   0.0000
c1-c2-o    84.90      121.50                2021        1   0.0000
c1-c2-os   80.98      120.67                2021        1   0.0000
c1-c3-c1   63.37      110.36                2021        9   0.0358
c1-c3-c2   62.22      111.07                2021       16   0.5487
c1-c3-c3   61.37      112.02                2021      246   1.1271
c1-c3-c5   61.29      112.16                2021        6   0.6902
c1-c3-c6   60.99      112.79                2021       10   0.6878
c1-c3-ca   62.11      110.99                2021       38   1.0279
c1-c3-cc   61.52      114.29                2021        8   0.1535
c1-c3-cd   61.55      114.05                2021        7   0.0995
c1-c3-ce   62.35      110.46                2021        2   0.0318
c1-c3-cl   63.71      112.91                2021        1   0.0000
c1-c3-cs   61.98      111.43                2021        1   0.0000
c1-c3-cx   61.65      112.45                2021       10   0.1243
c1-c3-cy    66.8      110.29              5/2017        1         
c1-c3-f    80.87      111.80                2021        2   0.0107
c1-c3-h1   45.16      109.26                2021      289   0.5605
c1-c3-hc   45.13      109.45                2021      456   0.4635
c1-c3-hx   44.63      112.04                2021       35   0.4412
c1-c3-n2   66.51      113.57                2021        1   0.0000
c1-c3-n3   66.50      113.15                2021       53   0.2322
c1-c3-n4   65.48      112.36                2021       12   0.2935
c1-c3-n    66.46      113.15                2021       24   0.3660
c1-c3-n7   66.98      111.49                2021        9   0.2111
c1-c3-n8   67.36      110.10                2021        8   1.0036
c1-c3-na   66.44      113.27                2021        3   0.3135
c1-c3-nh   66.57      113.00                2021        7   0.6888
c1-c3-nj    86.0      110.55              5/2017        1         
c1-c3-nk   66.74      108.99                2021        1   0.0000
c1-c3-no   66.65      107.97                2021        2   1.2407
c1-c3-nq   67.03      112.05                2021        1   0.0000
c1-c3-ns   67.46      110.47                2021        6   0.6697
c1-c3-nu   67.22      111.01                2021        3   0.3063
c1-c3-nx   65.97      111.17                2021        1   0.0000
c1-c3-ny   66.48      109.79                2021        1   0.0000
c1-c3-nz   67.03      109.73                2021        1   0.0000
c1-c3-oh   78.32      111.09                2021       46   0.8118
c1-c3-os   78.96      109.09                2021       39   0.7737
c1-c3-p3   38.16      110.91                2021        2   0.6060
c1-c3-s6   64.67      109.28                2021        1   0.0000
c1-c3-ss   63.30      111.39                2021        3   2.2743
c1-c3-sy   64.08      111.22                2021        1   0.0000
c1-c5-c1   63.71      108.04                2021        1   0.0000
c1-c5-c2   61.86      111.30                2021        2   0.6657
c1-c5-c3   62.21      108.35                2021        2   0.0012
c1-c5-c5   60.93      112.06                2021      115   1.0006
c1-c5-ca   62.33      109.67                2021        1   0.0000
c1-c5-cf   61.47      110.94                2021        2   0.3253
c1-c5-cx   62.40      108.16                2021        1   0.0000
c1-c5-h1   45.31      107.60                2021        3   0.2328
c1-c5-hc   45.14      108.43                2021       11   0.5429
c1-c5-n    66.34      112.64                2021        2   0.0008
c1-c5-nj   67.37      110.55                2021        1   0.0000
c1-c5-no   66.82      106.45                2021        1   0.0000
c1-c5-oh   79.01      108.88                2021       43   0.3839
c1-c5-os   78.46      109.36                2021       10   0.4684
c1-c5-s6   63.05      109.35                2021        1   0.0000
c1-c6-c1   63.84      107.74                2021        2   0.7163
c1-c6-c2   62.34      109.81                2021        4   0.4882
c1-c6-c3   62.07      108.48                2021        4   0.7849
c1-c6-c5   61.73      109.96                2021        1   0.0000
c1-c6-c6   61.49      110.89                2021       37   0.8486
c1-c6-ca   61.96      110.61                2021       10   1.4302
c1-c6-cl   65.43      104.25                2021        1   0.0000
c1-c6-cx   61.57      111.42                2021        1   0.0000
c1-c6-cy   61.61      110.29                2021        1   0.0000
c1-c6-h1   45.53      106.63                2021        7   0.4664
c1-c6-hc   45.40      107.23                2021        7   0.5147
c1-c6-n3   64.98      117.70                2021        1   0.0000
c1-c6-n    66.76      111.41                2021        2   0.0032
c1-c6-n7   67.53      109.00                2021        1   0.0000
c1-c6-ns   67.50      109.45                2021        1   0.0000
c1-c6-oh   79.02      108.61                2021        5   1.0441
c1-c6-os   79.28      107.47                2021        5   0.6527
c1-c6-ss   63.31      111.05                2021        1   0.0000
c1-ca-c1    66.8      120.00             SOURCE3        1         
c1-ca-ca    67.7      120.00             SOURCE3        1         
c1-c -c1    67.2      115.32             SOURCE3        1         
c1-cc-cc   62.20      120.77                2021        2   2.9712
c1-ce-c1   63.72      117.18                2021        6   3.4045
c1-ce-c2   63.79      122.50                2021        2  13.9742
c1-ce-ca   60.64      123.33                2021        1   0.0000
c1-ce-ce   61.94      119.86                2021       15   3.6441
c1-ce-cg   61.64      124.06                2021        3   0.0115
c1-ce-cl   63.50      120.21                2021        2   0.0032
c1-ce-cy   56.93      136.04                2021        2   0.0507
c1-ce-ha   44.68      118.82                2021        4   0.0599
c1-ce-i    55.55      127.44                2021        2   0.0277
c1-ce-ne   67.64      119.05                2021        1   0.0000
c1-ce-nh   67.42      120.29                2021        2   0.0000
c1-ce-o    79.22      129.27                2021        1   0.0000
c1-cf-ce   63.57      120.33                2021        1   0.0000
c1-cf-ha   43.93      119.60                2021        1   0.0000
c1-cf-n2   99.35       57.75                2021        1   0.0000
c1-cf-ne   58.92      163.63                2021        1   0.0000
c1-cg-ca   54.28      179.59                2021       38   0.4711
c1-cg-cc   54.76      178.61                2021        7   0.3553
c1-cg-ce   54.63      178.05                2021       15   0.1905
c1-cg-cg   56.05      179.62                2021       77   0.1624
c1-cg-cs   55.01      178.23                2021        1   0.0000
c1-cg-ne   61.49      174.37                2021        1   0.0000
c1-cg-pe   32.60      172.43                2021        1   0.0000
c1-ch-ca    58.5      179.57        CORR_SOURCE5       38   0.4711
c1-ch-cd   54.71      179.24                2021        4   0.1278
c1-ch-cf   54.61      178.46                2021        1   0.0000
c1-ch-ch   56.12      179.94                2021       13   0.0679
c1-ch-nf    79.2      170.02             SOURCE3        4         
c1-ch-pf    75.1      173.29             SOURCE3       11         
c1-c -o    75.82      127.68                2021        1   0.0000
c1-c -os   74.94      122.10                2021        1   0.0000
c1-cv-cy   58.77      134.78                2021        1   0.0000
c1-cx-c1   63.47      113.23                2021        1   0.0000
c1-cx-c3   61.93      112.87                2021        2   0.0000
c1-cx-c5   62.20      110.77                2021        1   0.0000
c1-cx-ce   59.61      123.15                2021        1   0.0000
c1-cx-cu   60.13      123.96                2021        1   0.0000
c1-cx-cx   60.43      119.35                2021       42   1.0811
c1-cx-h1   44.65      114.79                2021        5   0.4789
c1-cx-hc   44.66      114.86                2021        6   0.1269
c1-cx-n3   66.59      116.77                2021        2   0.0000
c1-cx-ni   65.61      115.91                2021        1   0.0000
c1-cx-no   66.60      111.51                2021        1   0.0000
c1-cx-np   65.78      116.64                2021        2   0.8442
c1-cx-op   76.35      117.68                2021        4   0.2200
c1-cx-os   77.86      115.61                2021        1   0.0000
c1-cx-ss   62.44      115.61                2021        1   0.0000
c1-cy-c3   62.01      110.21                2021        1   0.0000
c1-cy-cl   66.15      106.10                2021        1   0.0000
c1-cy-cv   60.20      117.74                2021        1   0.0000
c1-cy-cy   59.88      115.83                2021        4   1.9538
c1-cy-hc   45.38      108.46                2021        1   0.0000
c1-cy-oh   80.91      105.02                2021        1   0.0000
c1-cy-oq   77.94      109.68                2021        1   0.0000
c1-i -ca    0.00       91.10                2021        1   0.0000
c1-i -os    0.00      168.67                2021        1   0.0000
c1-n1-c1    65.9      179.92           HF/6-31G*        1         
c1-n1-c2    61.7      177.73           HF/6-31G*        1         
c1-n1-c3   68.34      177.50                2021        4   1.0106
c1-n1-c6   68.23      177.77                2021        3   0.2097
c1-n1-ca   71.30      179.94                2021        4   0.0568
c1-n1-ce   72.80      176.87                2021        7   0.6686
c1-n1-cf   70.69      175.17                2021        2   0.0600
c1-n1-cl    62.2      179.95           HF/6-31G*        1         
c1-n1-cx   69.79      177.15                2021        1   0.0000
c1-n1-cy   68.09      179.35                2021        1   0.0000
c1-n1-f     73.9      179.96           HF/6-31G*        1         
c1-n1-hn    45.5      179.98           HF/6-31G*        1         
c1-n1-i     49.1      179.95           HF/6-31G*        1         
c1-n1-n1    83.2      180.00           HF/6-31G*        1         
c1-n1-n2    81.6      171.56           HF/6-31G*        1         
c1-n1-n3    76.1      175.59           HF/6-31G*        1         
c1-n1-n4    74.8      179.69           HF/6-31G*        1         
c1-n1-na    75.1      180.00           HF/6-31G*        1         
c1-n1-nh    76.3      176.35           HF/6-31G*        1         
c1-n1-o     77.9      179.95           HF/6-31G*        1         
c1-n1-oh    78.3      174.31           HF/6-31G*        1         
c1-n1-os    77.4      176.61           HF/6-31G*        1         
c1-n1-p2    71.0      172.83           HF/6-31G*        1         
c1-n1-p3    71.6      173.51           HF/6-31G*        1         
c1-n1-p4    70.7      173.64           HF/6-31G*        1         
c1-n1-p5    74.4      177.28           HF/6-31G*        1         
c1-n1-s2    61.9      178.11           HF/6-31G*        1         
c1-n1-s4    56.7      169.60           HF/6-31G*        1         
c1-n1-s     54.8      179.99           HF/6-31G*        1         
c1-n1-s6    63.4      175.92           HF/6-31G*        1         
c1-n1-sh    57.2      174.25           HF/6-31G*        1         
c1-n1-ss    56.9      176.06           HF/6-31G*        1         
c1-n2-c1    77.4      121.10             SOURCE3        1         
c1-n2-c3   72.02      153.35                2021       13   1.6002
c1-n2-c5   72.12      150.64                2021        2   1.8621
c1-n2-c6   72.85      149.39                2021        8   6.6246
c1-n2-cl    68.8      118.80             SOURCE2        1         
c1-n2-hn   60.63      131.12                2021        1   0.0000
c1-n2-n2    97.2      113.40             SOURCE3        1         
c1-n2-o    91.64      177.66                2021        1   0.0000
c1-n2-p2    88.5      119.57             SOURCE3        1         
c1-n2-s     71.9      117.67             SOURCE3        1         
c1-n3-c1  114.28       62.83                2021        1   0.0000
c1-n3-c2   80.84      117.02                2021        2   0.0000
c1-n3-c3   77.53      122.86                2021        1   0.0000
c1-n3-c5   77.49      122.16                2021        2   0.1565
c1-n3-f     91.9      104.70             SOURCE2        1         
c1-n3-hn    50.2      114.78     SOURCE3_SOURCE5        7   0.4776
c1-n3-no   87.20      116.29                2021        1   0.0000
c1-n3-o    93.75      148.58                2021        2   1.4008
c1-n3-p5   48.70      127.81                2021        2   0.0000
c1-n4-c1   83.94      101.66                2021        1   0.0000
c1-n4-c2   79.74      105.00                2021        2   0.0128
c1-n4-hn    49.0      110.19             SOURCE3        7   1.0847
c1-n7-c3   78.69      118.24                2021        3   0.4444
c1-n7-hn   59.51      113.59                2021        4   0.2915
c1-n7-sy   81.59      120.64                2021        1   0.0000
c1-n8-hn   59.14      114.67                2021        2   0.0127
c1-na-c1    69.2      117.20             SOURCE3        1         
c1-na-c2    65.9      125.20             SOURCE3        1         
c1-na-ca   79.40      123.44                2021        1   0.0000
c1-na-cc    67.5      121.35             SOURCE3        6   0.6517
c1-na-cd   78.82      125.53                2021        4   0.0715
c1-na-nc    85.7      120.24             SOURCE3        4   1.6849
c1-na-nd    85.8      120.24             SOURCE3        4         
c1-na-os    87.9      106.96             SOURCE3        2         
c1-na-p2    79.8      122.25             SOURCE3        1         
c1-na-pc    80.7      121.48             SOURCE3        3   2.1681
c1-na-pd    80.7      121.48             SOURCE3        3         
c1-na-ss    63.7      118.30             SOURCE3        1         
c1-n -c1    75.7      102.69             SOURCE3        1         
c1-n -ca    68.1      118.88             SOURCE3        1         
c1-n -cc    69.0      118.88             SOURCE3        1         
c1-n -cd    69.0      118.88             SOURCE3        1         
c1-ne-ca   74.05      152.62                2021       15   1.4352
c1-ne-ce   81.26      128.00                2021        2   2.3085
c1-ne-cg    67.9      140.00             SOURCE2        1         
c1-ne-ne  123.62       62.58                2021        2   0.0132
c1-ne-sy   82.46      127.26                2021        1   0.0000
c1-nf-ca    62.6      151.95        CORR_SOURCE5       15   1.4352
c1-nf-ch    67.9      140.00             SOURCE2        1         
c1-nh-c1    70.3      116.98             SOURCE3        1         
c1-nh-c2   82.61      112.89                2021        2   0.0000
c1-nh-c3   76.68      123.20                2021        2   0.0000
c1-nh-ca   80.38      117.33                2021        2   0.5725
c1-nh-ce   78.80      123.63                2021        2   0.0000
c1-nh-hn    49.9      117.40     SOURCE4_SOURCE5       22   0.6517
c1-nh-i    65.74      124.15                2021        2   0.0000
c1-nj-cy   74.20      131.60                2021        1   0.0000
c1-no-o   102.50      116.20                2021        4   0.5130
c1-ns-hn   58.57      117.42                2021        2   0.0044
c1-nu-c2   79.23      124.16                2021        6   0.7249
c1-nu-ca   78.91      124.58                2021        2   0.0888
c1-nu-cc   79.57      124.24                2021        2   0.6142
c1-nu-ce   78.44      125.46                2021        2   0.0987
c1-nu-cz   81.60      121.63                2021        1   0.0000
